,index,key,score,total_mentions
0,1232,descriptive statistics,78.95555555555494,209.0
1,2777,patients postoperative,61.64999999999975,137.0
2,3465,analysis results,53.999999999999666,189.0
3,3380,patients including,52.64999999999957,351.0
4,816,data regarding,48.23076923076945,285.0
5,1310,resonance energy,32.693023255814175,213.0
6,1957,safe effective,32.11515151515152,757.0
7,388,records patients,31.125000000000036,415.0
8,2129,patients male,30.763636363636593,423.0
9,1343,trend toward,29.439560439560363,285.0
10,2290,acute myocardial,27.4446601941749,382.0
11,1088,patients ra,27.00000000000015,252.0
12,1970,patients demonstrated,22.923076923076962,298.0
13,2184,superior inferior,22.84615384615379,216.0
14,2753,patients early,22.400000000000006,320.0
15,2663,boys girls,19.959322033898097,256.0
16,2931,cerebral perfusion,19.16565656565649,179.0
17,1488,common iliac,17.594594594594675,186.0
18,2347,de novo,17.46826347305394,442.0
19,453,showed mean,17.000000000000096,153.0
20,1610,nerve head,16.39999999999999,164.0
21,842,transthoracic echocardiography,15.828571428571333,554.0
22,2579,patients previously,15.54949494949499,179.0
23,1822,myocardial infarction,15.123599632690402,2076.0
24,2,lesions patients,14.990243902439037,439.0
25,133,older patients,14.674074074074056,283.0
26,3224,patients identified,14.417582417582512,410.0
27,2001,angiography cta,14.245901639344217,395.0
28,1617,years men,14.068965517241187,408.0
29,782,functional brain,13.359595959596023,389.0
30,2225,controls hc,13.14172185430468,242.0
31,2491,analogue scale,13.066666666666542,196.0
32,1770,major complications,12.749397590361237,407.0
33,199,aim compare,12.712101910827975,587.0
34,2864,weeks later,12.548148148148243,154.0
35,1899,calculated using,12.444961240310088,698.0
36,2106,soft tissues,12.443165467625937,376.0
37,254,obtained results,12.397660818713417,200.0
38,1615,prognostic significance,12.288888888888865,158.0
39,1725,receiver operator,12.188235294117677,148.0
40,1660,analyzed patients,11.964912280701816,341.0
41,535,echocardiographic examination,11.828571428571347,138.0
42,464,implant placement,11.8193548387097,229.0
43,149,lipoprotein cholesterol,11.596153846153879,201.0
44,835,bone strength,10.970873786407825,226.0
45,2432,aged years,10.819020049319198,2147.0
46,2040,energy dispersive,10.733333333333418,287.0
47,1659,identify factors,10.589743589743566,295.0
48,141,functional status,10.56874999999998,178.0
49,1265,coherence tomography,10.551739739308438,2767.0
50,2190,lung cancer,10.452134272689579,2402.0
